date,pump_id,vibration_mm_s,motor_temp_c,discharge_pressure_psi,failing_within_7d,health_status
2025-07-03,Basin_B_Pad2,2.284,71.6,1719.5,0,Healthy
2025-07-04,Basin_B_Pad2,2.5,69.7,1705.6,0,Healthy
2025-07-05,Basin_B_Pad2,2.503,69.0,1731.3,0,Healthy
2025-07-06,Basin_B_Pad2,2.389,71.5,1756.9,0,Healthy
2025-07-07,Basin_B_Pad2,2.59,68.7,1730.7,0,Healthy
2025-07-08,Basin_B_Pad2,2.361,69.5,1693.8,0,Healthy
2025-07-09,Basin_B_Pad2,2.256,70.3,1681.7,0,Healthy
2025-07-10,Basin_B_Pad2,2.535,70.4,1634.1,0,Healthy
2025-07-11,Basin_B_Pad2,2.282,68.8,1682.2,0,Healthy
2025-07-12,Basin_B_Pad2,2.318,70.2,1695.6,0,Healthy
2025-07-13,Basin_B_Pad2,2.265,70.5,1722.7,0,Healthy
2025-07-14,Basin_B_Pad2,2.4,71.4,1710.6,0,Healthy
2025-07-15,Basin_B_Pad2,2.33,69.5,1699.8,0,Healthy
2025-07-16,Basin_B_Pad2,2.463,70.2,1724.5,0,Healthy
2025-07-17,Basin_B_Pad2,2.539,68.8,1670.4,0,Healthy
2025-07-18,Basin_B_Pad2,2.386,70.5,1722.7,0,Healthy
2025-07-19,Basin_B_Pad2,2.477,70.7,1676.2,0,Healthy
2025-07-20,Basin_B_Pad2,2.444,69.2,1710.2,0,Healthy
2025-07-21,Basin_B_Pad2,2.508,69.2,1693.7,0,Healthy
2025-07-22,Basin_B_Pad2,2.697,69.1,1687.0,0,Healthy
2025-07-23,Basin_B_Pad2,2.267,68.2,1724.9,0,Healthy
2025-07-24,Basin_B_Pad2,2.317,69.2,1679.5,0,Healthy
2025-07-25,Basin_B_Pad2,2.058,70.9,1685.7,0,Healthy
2025-07-26,Basin_B_Pad2,2.392,71.6,1696.0,0,Healthy
2025-07-27,Basin_B_Pad2,2.414,70.2,1732.0,0,Healthy
2025-07-28,Basin_B_Pad2,2.235,69.3,1644.8,0,Healthy
2025-07-29,Basin_B_Pad2,2.402,70.8,1689.1,0,Healthy
2025-07-30,Basin_B_Pad2,2.642,71.2,1749.5,0,Healthy
2025-07-31,Basin_B_Pad2,2.421,72.2,1687.4,0,Healthy
2025-08-01,Basin_B_Pad2,2.453,70.2,1690.0,0,Healthy
2025-08-02,Basin_B_Pad2,2.605,71.6,1683.7,0,Healthy
2025-08-03,Basin_B_Pad2,2.489,70.2,1705.4,0,Healthy
2025-08-04,Basin_B_Pad2,2.48,69.5,1706.4,0,Healthy
2025-08-05,Basin_B_Pad2,2.444,69.3,1688.9,0,Healthy
2025-08-06,Basin_B_Pad2,2.513,70.1,1761.4,0,Healthy
2025-08-07,Basin_B_Pad2,2.667,69.2,1709.2,0,Healthy
2025-08-08,Basin_B_Pad2,2.161,69.3,1678.1,0,Healthy
2025-08-09,Basin_B_Pad2,2.309,67.4,1707.0,0,Healthy
2025-08-10,Basin_B_Pad2,2.418,69.0,1698.1,0,Healthy
2025-08-11,Basin_B_Pad2,2.512,71.9,1666.4,0,Healthy
2025-08-12,Basin_B_Pad2,2.593,67.9,1679.1,0,Healthy
2025-08-13,Basin_B_Pad2,2.352,71.9,1715.1,0,Healthy
2025-08-14,Basin_B_Pad2,2.47,71.9,1705.6,0,Healthy
2025-08-15,Basin_B_Pad2,2.345,71.8,1694.3,0,Healthy
2025-08-16,Basin_B_Pad2,2.245,67.9,1703.9,0,Healthy
2025-08-17,Basin_B_Pad2,2.626,70.9,1701.1,0,Healthy
2025-08-18,Basin_B_Pad2,2.546,68.2,1710.8,0,Healthy
2025-08-19,Basin_B_Pad2,2.334,71.7,1678.7,0,Healthy
2025-08-20,Basin_B_Pad2,2.497,70.2,1700.3,0,Healthy
2025-08-21,Basin_B_Pad2,2.484,69.8,1736.2,0,Healthy
2025-08-22,Basin_B_Pad2,2.374,67.4,1736.4,0,Healthy
2025-08-23,Basin_B_Pad2,2.561,,1735.0,0,Healthy
2025-08-24,Basin_B_Pad2,2.483,69.0,1648.2,0,Healthy
2025-08-25,Basin_B_Pad2,2.273,69.6,1713.0,0,Healthy
2025-08-26,Basin_B_Pad2,2.227,68.9,1738.1,0,Healthy
2025-08-27,Basin_B_Pad2,2.314,69.1,1675.8,0,Healthy
2025-08-28,Basin_B_Pad2,2.802,72.9,1701.4,0,Degrading
2025-08-29,Basin_B_Pad2,2.95,74.7,1684.3,0,Degrading
2025-08-30,Basin_B_Pad2,3.138,75.1,1672.7,0,Degrading
2025-08-31,Basin_B_Pad2,3.179,74.9,1610.4,0,Degrading
2025-09-01,Basin_B_Pad2,3.32,73.8,1631.4,0,Degrading
2025-09-02,Basin_B_Pad2,4.102,73.9,1522.5,0,Degrading
2025-09-03,Basin_B_Pad2,4.132,75.3,1469.3,0,Degrading
2025-09-04,Basin_B_Pad2,4.785,77.2,1530.6,1,Failing
2025-09-05,Basin_B_Pad2,4.122,79.3,1529.8,1,Failing
2025-09-06,Basin_B_Pad2,4.315,80.7,1444.2,1,Failing
2025-09-07,Basin_B_Pad2,5.648,86.4,1481.9,1,Failing
2025-09-08,Basin_B_Pad2,4.659,85.1,1431.1,1,Failing
2025-09-09,Basin_B_Pad2,5.344,85.0,1466.8,1,Failing
2025-09-10,Basin_B_Pad2,5.439,83.8,1313.3,1,Failing
2025-09-11,Basin_B_Pad2,8.4,95.0,1200.0,1,Failure_Event
2025-09-12,Basin_B_Pad2,2.373,68.3,1666.2,0,Healthy
2025-09-13,Basin_B_Pad2,2.443,68.7,1686.8,0,Healthy
2025-09-14,Basin_B_Pad2,2.393,71.7,1740.3,0,Healthy
2025-09-15,Basin_B_Pad2,2.281,69.3,1675.0,0,Healthy
2025-09-16,Basin_B_Pad2,2.576,70.3,1709.9,0,Healthy
2025-09-17,Basin_B_Pad2,2.333,72.5,1659.2,0,Healthy
2025-09-18,Basin_B_Pad2,2.449,70.5,1662.1,0,Healthy
2025-09-19,Basin_B_Pad2,2.347,67.9,1727.7,0,Healthy
2025-09-20,Basin_B_Pad2,2.247,68.3,1718.5,0,Healthy
2025-09-21,Basin_B_Pad2,2.478,69.6,1685.7,0,Healthy
2025-09-22,Basin_B_Pad2,2.313,69.9,1686.3,0,Healthy
2025-09-23,Basin_B_Pad2,2.778,70.6,1708.2,0,Healthy
2025-09-24,Basin_B_Pad2,2.361,70.3,1700.3,0,Healthy
2025-09-25,Basin_B_Pad2,2.259,68.5,1709.3,0,Healthy
2025-09-26,Basin_B_Pad2,2.442,70.8,1715.0,0,Healthy
2025-09-27,Basin_B_Pad2,2.351,68.6,1684.3,0,Healthy
2025-09-28,Basin_B_Pad2,2.469,70.3,1695.7,0,Healthy
2025-09-29,Basin_B_Pad2,2.346,72.5,1732.6,0,Healthy
2025-09-30,Basin_B_Pad2,2.166,69.1,1714.8,0,Healthy
2025-10-01,Basin_B_Pad2,2.322,69.9,1694.3,0,Healthy
2025-10-02,Basin_B_Pad2,2.501,70.9,1672.9,0,Healthy
2025-10-03,Basin_B_Pad2,2.407,70.1,1699.1,0,Healthy
2025-10-04,Basin_B_Pad2,2.368,69.6,1703.7,0,Healthy
2025-10-05,Basin_B_Pad2,2.486,70.1,1714.0,0,Healthy
2025-10-06,Basin_B_Pad2,2.466,71.0,1692.8,0,Healthy
2025-10-07,Basin_B_Pad2,2.48,68.8,1701.6,0,Healthy
2025-10-08,Basin_B_Pad2,2.258,70.7,1711.7,0,Healthy
2025-10-09,Basin_B_Pad2,2.476,72.1,1770.2,0,Healthy
2025-10-10,Basin_B_Pad2,2.399,70.8,1688.5,0,Healthy
2025-10-11,Basin_B_Pad2,2.363,72.0,1717.7,0,Healthy
2025-10-12,Basin_B_Pad2,2.44,67.8,1716.8,0,Healthy
2025-10-13,Basin_B_Pad2,2.603,69.5,1712.5,0,Healthy
2025-10-14,Basin_B_Pad2,2.638,69.6,1716.1,0,Healthy
2025-10-15,Basin_B_Pad2,2.505,68.8,1714.6,0,Healthy
2025-10-16,Basin_B_Pad2,2.427,72.3,1705.5,0,Healthy
2025-10-17,Basin_B_Pad2,2.347,69.2,1716.0,0,Healthy
2025-10-18,Basin_B_Pad2,2.366,68.7,1678.8,0,Healthy
2025-10-19,Basin_B_Pad2,2.35,68.1,1662.5,0,Healthy
2025-10-20,Basin_B_Pad2,2.368,68.6,1687.2,0,Healthy
2025-10-21,Basin_B_Pad2,2.499,70.9,1688.0,0,Degrading
2025-10-22,Basin_B_Pad2,2.849,72.2,1668.1,0,Degrading
2025-10-23,Basin_B_Pad2,3.121,73.8,1616.1,0,Degrading
2025-10-24,Basin_B_Pad2,3.309,76.7,1575.3,0,Degrading
2025-10-25,Basin_B_Pad2,3.985,76.8,1642.3,0,Degrading
2025-10-26,Basin_B_Pad2,3.767,77.6,1536.8,0,Degrading
2025-10-27,Basin_B_Pad2,3.943,76.9,1521.6,0,Degrading
2025-10-28,Basin_B_Pad2,4.134,81.4,1556.2,1,Failing
2025-10-29,Basin_B_Pad2,4.139,82.4,1490.8,1,Failing
2025-10-30,Basin_B_Pad2,5.188,80.9,1474.6,1,Failing
2025-10-31,Basin_B_Pad2,5.093,82.7,1399.0,1,Failing
2025-11-01,Basin_B_Pad2,5.26,84.6,1442.5,1,Failing
2025-11-02,Basin_B_Pad2,5.218,86.4,1408.8,1,Failing
2025-11-03,Basin_B_Pad2,5.245,87.5,1322.9,1,Failing
2025-11-04,Basin_B_Pad2,8.4,95.0,1200.0,1,Failure_Event
2025-11-05,Basin_B_Pad2,2.544,67.9,1663.3,0,Healthy
2025-11-06,Basin_B_Pad2,2.241,71.4,1706.8,0,Healthy
2025-11-07,Basin_B_Pad2,2.596,68.2,1712.5,0,Healthy
2025-11-08,Basin_B_Pad2,2.433,71.9,1680.4,0,Healthy
2025-11-09,Basin_B_Pad2,2.662,70.3,1731.3,0,Healthy
2025-11-10,Basin_B_Pad2,2.626,71.0,1744.4,0,Healthy
2025-11-11,Basin_B_Pad2,2.402,71.2,1680.3,0,Healthy
2025-11-12,Basin_B_Pad2,2.303,71.4,1706.4,0,Healthy
2025-11-13,Basin_B_Pad2,2.335,71.6,1714.1,0,Healthy
2025-11-14,Basin_B_Pad2,2.344,69.9,1657.2,0,Healthy
2025-11-15,Basin_B_Pad2,2.174,67.7,1670.5,0,Healthy
2025-11-16,Basin_B_Pad2,2.226,69.6,1693.0,0,Healthy
2025-11-17,Basin_B_Pad2,2.307,69.4,1681.5,0,Healthy
2025-11-18,Basin_B_Pad2,2.058,69.4,1631.0,0,Healthy
2025-11-19,Basin_B_Pad2,2.479,69.7,1701.3,0,Healthy
2025-11-20,Basin_B_Pad2,2.272,70.1,1692.1,0,Healthy
2025-11-21,Basin_B_Pad2,2.416,69.5,1684.9,0,Healthy
2025-11-22,Basin_B_Pad2,2.179,71.2,1714.3,0,Healthy
2025-11-23,Basin_B_Pad2,2.42,69.5,1675.0,0,Healthy
2025-11-24,Basin_B_Pad2,2.406,70.0,1696.0,0,Healthy
2025-11-25,Basin_B_Pad2,2.276,68.4,1710.2,0,Healthy
2025-11-26,Basin_B_Pad2,2.406,70.1,1727.5,0,Healthy
2025-11-27,Basin_B_Pad2,2.587,72.4,1717.8,0,Healthy
2025-11-28,Basin_B_Pad2,2.374,69.2,1720.5,0,Healthy
2025-11-29,Basin_B_Pad2,2.31,71.4,1712.8,0,Healthy
2025-11-30,Basin_B_Pad2,2.307,70.2,1689.8,0,Healthy
2025-12-01,Basin_B_Pad2,2.623,67.6,1668.4,0,Healthy
2025-12-02,Basin_B_Pad2,2.401,70.6,1692.3,0,Healthy
2025-12-03,Basin_B_Pad2,2.465,70.6,1749.1,0,Healthy
2025-12-04,Basin_B_Pad2,2.466,69.4,1702.2,0,Healthy
2025-12-05,Basin_B_Pad2,2.484,70.8,1709.8,0,Healthy
2025-12-06,Basin_B_Pad2,2.505,69.0,1643.5,0,Healthy
2025-12-07,Basin_B_Pad2,2.419,69.4,1688.0,0,Healthy
2025-12-08,Basin_B_Pad2,2.695,68.9,1719.6,0,Healthy
2025-12-09,Basin_B_Pad2,2.463,70.1,1655.6,0,Healthy
2025-12-10,Basin_B_Pad2,2.483,70.2,1700.8,0,Healthy
2025-12-11,Basin_B_Pad2,2.403,67.8,1733.5,0,Healthy
2025-12-12,Basin_B_Pad2,2.35,68.2,1707.0,0,Healthy
2025-12-13,Basin_B_Pad2,2.211,68.9,1677.3,0,Healthy
2025-12-14,Basin_B_Pad2,2.431,69.5,1661.7,0,Healthy
2025-12-15,Basin_B_Pad2,2.327,69.1,1692.2,0,Healthy
2025-12-16,Basin_B_Pad2,2.352,72.1,1691.5,0,Healthy
2025-12-17,Basin_B_Pad2,2.572,70.7,1698.2,0,Healthy
2025-12-18,Basin_B_Pad2,2.463,69.4,1696.9,0,Healthy
2025-12-19,Basin_B_Pad2,2.497,68.5,1710.9,0,Healthy
2025-12-20,Basin_B_Pad2,2.634,70.7,1627.3,0,Degrading
2025-12-21,Basin_B_Pad2,2.731,75.5,1718.1,0,Degrading
2025-12-22,Basin_B_Pad2,2.816,73.6,1653.7,0,Degrading
2025-12-23,Basin_B_Pad2,3.26,76.7,1582.2,0,Degrading
2025-12-24,Basin_B_Pad2,3.281,74.5,1601.5,0,Degrading
2025-12-25,Basin_B_Pad2,3.853,75.9,1586.3,0,Degrading
2025-12-26,Basin_B_Pad2,4.19,78.3,1547.4,0,Degrading
2025-12-27,Basin_B_Pad2,4.449,78.8,1537.4,1,Failing
2025-12-28,Basin_B_Pad2,4.739,80.2,1477.2,1,Failing
2025-12-29,Basin_B_Pad2,4.593,82.0,1421.5,1,Failing
2025-12-30,Basin_B_Pad2,5.105,85.9,1473.7,1,Failing
2025-12-31,Basin_B_Pad2,5.399,,1452.3,1,Failing
2026-01-01,Basin_B_Pad2,5.729,86.2,1411.1,1,Failing
2026-01-02,Basin_B_Pad2,5.347,85.7,1363.9,1,Failing
2026-01-03,Basin_B_Pad2,8.4,95.0,1200.0,1,Failure_Event
2026-01-04,Basin_B_Pad2,2.452,72.2,1695.3,0,Healthy
2026-01-05,Basin_B_Pad2,2.364,66.9,1679.7,0,Healthy
2026-01-06,Basin_B_Pad2,2.3,69.9,1689.2,0,Healthy
2026-01-07,Basin_B_Pad2,2.368,70.6,1659.9,0,Healthy
2026-01-08,Basin_B_Pad2,2.624,71.5,1698.4,0,Healthy
2026-01-09,Basin_B_Pad2,2.445,70.1,1726.3,0,Healthy
2026-01-10,Basin_B_Pad2,2.319,68.0,1684.3,0,Healthy
2026-01-11,Basin_B_Pad2,2.318,69.8,1694.4,0,Healthy
2026-01-12,Basin_B_Pad2,2.36,68.5,1757.9,0,Healthy
2026-01-13,Basin_B_Pad2,2.265,71.0,1673.5,0,Healthy
2026-01-14,Basin_B_Pad2,2.437,69.6,1667.3,0,Healthy
2026-01-15,Basin_B_Pad2,2.218,68.3,1712.8,0,Healthy
2026-01-16,Basin_B_Pad2,2.379,70.0,1714.9,0,Healthy
2026-01-17,Basin_B_Pad2,2.443,68.6,1724.1,0,Healthy
2026-01-18,Basin_B_Pad2,2.459,69.0,1710.4,0,Healthy
2026-01-19,Basin_B_Pad2,2.447,70.6,1672.0,0,Healthy
2026-01-20,Basin_B_Pad2,2.382,68.9,1717.6,0,Healthy
2026-01-21,Basin_B_Pad2,2.421,67.0,1738.1,0,Healthy
2026-01-22,Basin_B_Pad2,2.315,68.8,1681.4,0,Healthy
2026-01-23,Basin_B_Pad2,2.321,69.5,1683.0,0,Healthy
2026-01-24,Basin_B_Pad2,2.531,,1676.2,0,Healthy
2026-01-25,Basin_B_Pad2,2.366,70.9,1725.5,0,Healthy
2026-01-26,Basin_B_Pad2,2.41,70.5,1694.5,0,Healthy
2026-01-27,Basin_B_Pad2,2.334,69.4,1716.1,0,Healthy
2026-01-28,Basin_B_Pad2,2.436,68.8,1689.9,0,Healthy
2026-01-29,Basin_B_Pad2,2.368,69.4,1673.6,0,Healthy
2026-01-30,Basin_B_Pad2,2.379,68.4,1704.9,0,Healthy
2026-01-31,Basin_B_Pad2,2.379,70.9,1708.3,0,Healthy
2026-02-01,Basin_B_Pad2,2.376,70.2,1709.9,0,Healthy
2026-02-02,Basin_B_Pad2,2.366,70.9,1719.1,0,Healthy
2026-02-03,Basin_B_Pad2,2.517,70.2,1728.2,0,Healthy
2026-02-04,Basin_B_Pad2,2.328,70.0,1691.6,0,Healthy
2026-02-05,Basin_B_Pad2,2.626,68.5,1712.6,0,Healthy
2026-02-06,Basin_B_Pad2,2.604,69.8,1690.4,0,Healthy
2026-02-07,Basin_B_Pad2,2.481,69.4,1695.8,0,Healthy
2026-02-08,Basin_B_Pad2,2.301,70.0,1720.8,0,Healthy
2026-02-09,Basin_B_Pad2,2.343,69.1,1698.9,0,Healthy
2026-02-10,Basin_B_Pad2,2.422,67.8,1679.8,0,Healthy
2026-02-11,Basin_B_Pad2,,69.3,1698.3,0,Healthy
2026-02-12,Basin_B_Pad2,2.363,68.1,1701.9,0,Healthy
2026-02-13,Basin_B_Pad2,2.18,69.0,1709.7,0,Healthy
2026-02-14,Basin_B_Pad2,2.547,71.1,1695.2,0,Healthy
2026-02-15,Basin_B_Pad2,2.545,71.7,1698.2,0,Healthy
2026-02-16,Basin_B_Pad2,2.474,70.8,1671.4,0,Healthy
2026-02-17,Basin_B_Pad2,2.169,72.5,1647.2,0,Healthy
2026-02-18,Basin_B_Pad2,2.415,70.8,1701.8,0,Healthy
2026-02-19,Basin_B_Pad2,2.487,72.2,1670.6,0,Healthy
2026-02-20,Basin_B_Pad2,2.425,69.0,1692.6,0,Healthy
2026-02-21,Basin_B_Pad2,2.723,68.4,1731.7,0,Healthy
2026-02-22,Basin_B_Pad2,2.401,70.2,1717.7,0,Healthy
2026-02-23,Basin_B_Pad2,2.553,70.4,1706.5,0,Healthy
2026-02-24,Basin_B_Pad2,2.371,70.6,1666.5,0,Healthy
2026-02-25,Basin_B_Pad2,2.128,70.8,1703.4,0,Healthy
2026-02-26,Basin_B_Pad2,2.395,69.3,1705.2,0,Healthy
2026-02-27,Basin_B_Pad2,2.39,68.7,1676.7,0,Healthy
2026-02-28,Basin_B_Pad2,2.463,71.2,1674.1,0,Degrading
2026-03-01,Basin_B_Pad2,2.588,70.8,1671.1,0,Degrading
2026-03-02,Basin_B_Pad2,3.208,74.4,1586.6,0,Degrading
2026-03-03,Basin_B_Pad2,3.473,75.2,1601.1,0,Degrading
2026-03-04,Basin_B_Pad2,3.479,77.7,1588.0,0,Degrading
2026-03-05,Basin_B_Pad2,3.583,73.5,1539.5,0,Degrading
2026-03-06,Basin_B_Pad2,4.283,79.3,1497.4,0,Degrading
2026-03-07,Basin_B_Pad2,4.045,80.3,1551.7,1,Failing
2026-03-08,Basin_B_Pad2,3.942,82.4,1508.7,1,Failing
2026-03-09,Basin_B_Pad2,4.497,80.5,1407.4,1,Failing
2026-03-10,Basin_B_Pad2,5.326,82.2,1371.9,1,Failing
2026-03-11,Basin_B_Pad2,5.765,83.5,1507.1,1,Failing
2026-03-12,Basin_B_Pad2,4.984,86.9,1341.2,1,Failing
2026-03-13,Basin_B_Pad2,5.778,84.6,1325.2,1,Failing
2026-03-14,Basin_B_Pad2,8.4,95.0,1200.0,1,Failure_Event
2026-03-15,Basin_B_Pad2,2.245,70.9,1647.4,0,Healthy
2026-03-16,Basin_B_Pad2,2.207,68.1,1709.7,0,Healthy
2026-03-17,Basin_B_Pad2,2.378,69.7,1718.5,0,Healthy
2026-03-18,Basin_B_Pad2,2.183,69.3,1637.7,0,Healthy
2026-03-19,Basin_B_Pad2,2.431,71.1,1705.9,0,Healthy
2026-03-20,Basin_B_Pad2,2.359,71.1,1687.1,0,Healthy
2026-03-21,Basin_B_Pad2,2.323,70.4,1687.4,0,Healthy
2026-03-22,Basin_B_Pad2,2.338,72.3,1682.4,0,Healthy
2026-03-23,Basin_B_Pad2,2.418,70.3,1686.3,0,Healthy
2026-03-24,Basin_B_Pad2,2.326,70.6,1729.8,0,Healthy
2026-03-25,Basin_B_Pad2,2.372,70.0,1702.5,0,Healthy
2026-03-26,Basin_B_Pad2,2.641,71.8,1739.2,0,Healthy
2026-03-27,Basin_B_Pad2,2.324,69.6,1716.2,0,Healthy
2026-03-28,Basin_B_Pad2,2.504,69.9,1686.9,0,Healthy
2026-03-29,Basin_B_Pad2,2.512,71.3,1657.4,0,Healthy
2026-03-30,Basin_B_Pad2,2.293,68.1,1672.6,0,Healthy
2026-03-31,Basin_B_Pad2,2.479,70.9,1709.2,0,Healthy
2026-04-01,Basin_B_Pad2,2.433,71.3,1684.4,0,Healthy
2026-04-02,Basin_B_Pad2,2.459,69.4,1714.8,0,Healthy
2026-04-03,Basin_B_Pad2,2.186,70.5,1676.5,0,Healthy
2026-04-04,Basin_B_Pad2,2.383,70.4,1680.5,0,Healthy
2026-04-05,Basin_B_Pad2,2.281,70.5,1729.6,0,Healthy
2026-04-06,Basin_B_Pad2,2.4,72.1,1730.1,0,Healthy
2026-04-07,Basin_B_Pad2,2.411,71.2,1725.2,0,Healthy
2026-04-08,Basin_B_Pad2,2.386,71.3,1706.4,0,Healthy
2026-04-09,Basin_B_Pad2,2.377,70.6,1742.7,0,Healthy
2026-04-10,Basin_B_Pad2,2.445,69.5,1712.8,0,Healthy
2026-04-11,Basin_B_Pad2,2.356,70.9,1722.6,0,Healthy
2026-04-12,Basin_B_Pad2,2.526,68.2,1717.9,0,Healthy
2026-04-13,Basin_B_Pad2,2.412,70.6,1700.3,0,Healthy
2026-04-14,Basin_B_Pad2,2.279,69.2,1660.6,0,Healthy
2026-04-15,Basin_B_Pad2,2.306,69.7,1654.8,0,Healthy
2026-04-16,Basin_B_Pad2,2.478,70.1,1704.9,0,Healthy
2026-04-17,Basin_B_Pad2,2.401,70.7,1701.6,0,Healthy
2026-04-18,Basin_B_Pad2,2.306,67.6,1722.9,0,Healthy
2026-04-19,Basin_B_Pad2,2.306,69.2,1701.5,0,Healthy
2026-04-20,Basin_B_Pad2,2.434,69.0,1680.4,0,Healthy
2026-04-21,Basin_B_Pad2,2.314,69.9,1722.3,0,Healthy
2026-04-22,Basin_B_Pad2,2.352,69.4,1683.0,0,Healthy
2026-04-23,Basin_B_Pad2,2.291,70.9,1735.4,0,Healthy
2026-04-24,Basin_B_Pad2,2.358,68.5,1691.8,0,Healthy
2026-04-25,Basin_B_Pad2,2.499,70.9,1692.5,0,Healthy
2026-04-26,Basin_B_Pad2,2.385,68.7,1691.1,0,Healthy
2026-04-27,Basin_B_Pad2,2.37,71.1,1713.8,0,Healthy
2026-04-28,Basin_B_Pad2,2.497,69.7,1673.5,0,Healthy
2026-04-29,Basin_B_Pad2,2.452,68.5,1706.8,0,Healthy
2026-04-30,Basin_B_Pad2,2.466,73.6,1690.8,0,Healthy
2026-05-01,Basin_B_Pad2,2.381,70.8,1726.6,0,Healthy
2026-05-02,Basin_B_Pad2,2.501,68.4,1711.0,0,Healthy
2026-05-03,Basin_B_Pad2,2.344,70.5,1678.5,0,Healthy
2026-05-04,Basin_B_Pad2,2.661,70.7,1701.7,0,Healthy
2026-05-05,Basin_B_Pad2,2.614,69.7,1690.4,0,Healthy
2026-05-06,Basin_B_Pad2,2.31,69.2,1746.0,0,Healthy
2026-05-07,Basin_B_Pad2,2.441,70.9,1748.8,0,Healthy
2026-05-08,Basin_B_Pad2,2.37,70.8,1676.2,0,Healthy
2026-05-09,Basin_B_Pad2,2.292,70.0,1724.7,0,Healthy
2026-05-10,Basin_B_Pad2,2.458,69.3,1675.3,0,Healthy
2026-05-11,Basin_B_Pad2,2.361,68.3,1686.9,0,Healthy
2026-05-12,Basin_B_Pad2,2.032,70.2,1726.1,0,Healthy
2026-05-13,Basin_B_Pad2,2.294,70.5,1737.6,0,Healthy
2026-05-14,Basin_B_Pad2,2.461,70.8,1665.5,0,Healthy
2026-05-15,Basin_B_Pad2,2.311,71.0,1722.5,0,Healthy
2026-05-16,Basin_B_Pad2,2.749,67.8,1711.6,0,Healthy
2026-05-17,Basin_B_Pad2,2.29,69.3,1688.4,0,Healthy
2026-05-18,Basin_B_Pad2,2.373,69.0,1703.8,0,Healthy
2026-05-19,Basin_B_Pad2,2.522,69.8,1682.8,0,Healthy
2026-05-20,Basin_B_Pad2,2.512,70.4,1690.3,0,Healthy
2026-05-21,Basin_B_Pad2,2.204,70.6,1742.1,0,Healthy
2026-05-22,Basin_B_Pad2,2.416,69.8,1668.2,0,Healthy
2026-05-23,Basin_B_Pad2,2.726,73.1,1691.0,0,Degrading
2026-05-24,Basin_B_Pad2,3.034,73.6,1689.8,0,Degrading
2026-05-25,Basin_B_Pad2,3.105,73.2,1666.6,0,Degrading
2026-05-26,Basin_B_Pad2,3.113,72.6,1628.4,0,Degrading
2026-05-27,Basin_B_Pad2,3.549,78.4,1530.6,0,Degrading
2026-05-28,Basin_B_Pad2,3.896,78.4,1554.2,0,Degrading
2026-05-29,Basin_B_Pad2,4.44,73.4,1533.8,0,Degrading
2026-05-30,Basin_B_Pad2,4.528,79.7,1555.2,1,Failing
2026-05-31,Basin_B_Pad2,4.656,81.5,1531.7,1,Failing
2026-06-01,Basin_B_Pad2,4.683,78.5,1528.2,1,Failing
2026-06-02,Basin_B_Pad2,5.174,82.9,1507.6,1,Failing
2026-06-03,Basin_B_Pad2,5.426,81.6,1500.4,1,Failing
2026-06-04,Basin_B_Pad2,5.125,84.3,1342.2,1,Failing
2026-06-05,Basin_B_Pad2,5.56,84.2,1350.3,1,Failing
2026-06-06,Basin_B_Pad2,8.4,95.0,1200.0,1,Failure_Event
2026-06-07,Basin_B_Pad2,2.24,68.3,1702.9,0,Healthy
2026-06-08,Basin_B_Pad2,2.305,69.8,1674.4,0,Healthy
2026-06-09,Basin_B_Pad2,2.395,69.5,1745.1,0,Healthy
2026-06-10,Basin_B_Pad2,2.211,68.9,1715.1,0,Healthy
2026-06-11,Basin_B_Pad2,2.241,68.9,1677.7,0,Healthy
2026-06-12,Basin_B_Pad2,2.521,68.9,1716.9,0,Healthy
2026-06-13,Basin_B_Pad2,2.535,71.8,1736.6,0,Healthy
2026-06-14,Basin_B_Pad2,2.17,71.8,1685.6,0,Healthy
2026-06-15,Basin_B_Pad2,2.396,70.6,1730.7,0,Healthy
2026-06-16,Basin_B_Pad2,2.344,70.3,1657.3,0,Healthy
2026-06-17,Basin_B_Pad2,2.296,69.4,1739.5,0,Healthy
2026-06-18,Basin_B_Pad2,2.561,69.3,1755.1,0,Healthy
2026-06-19,Basin_B_Pad2,2.32,70.5,1703.4,0,Healthy
2026-06-20,Basin_B_Pad2,2.42,70.2,1702.3,0,Healthy
2026-06-21,Basin_B_Pad2,2.44,70.0,1675.2,0,Healthy
2026-06-22,Basin_B_Pad2,2.458,69.1,1661.1,0,Healthy
2026-06-23,Basin_B_Pad2,2.489,71.5,1681.2,0,Healthy
2026-06-24,Basin_B_Pad2,2.527,70.2,1662.8,0,Healthy
2026-06-25,Basin_B_Pad2,2.319,70.6,1681.3,0,Healthy
2026-06-26,Basin_B_Pad2,2.548,67.8,1681.6,0,Healthy
2026-06-27,Basin_B_Pad2,2.394,71.7,1681.4,0,Healthy
2026-06-28,Basin_B_Pad2,2.54,71.0,1712.9,0,Healthy
2026-06-29,Basin_B_Pad2,2.277,71.6,1660.1,0,Healthy
2026-06-30,Basin_B_Pad2,2.51,69.0,1742.1,0,Healthy
2025-07-01,Basin_B_Pad3,2.034,67.1,1773.9,0,Healthy
2025-07-02,Basin_B_Pad3,1.98,63.8,1770.8,0,Healthy
2025-07-03,Basin_B_Pad3,1.966,63.8,1827.6,0,Healthy
2025-07-04,Basin_B_Pad3,1.863,68.0,1857.5,0,Healthy
2025-07-05,Basin_B_Pad3,2.113,65.5,1797.1,0,Healthy
